rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
4.0,"Nice gardens with some amazing cacti. Its a shame that some have graffiti on them. The gardens are smaller than what i thought. You can buy extra tickets for the two museums, so could spend more time there.",Lovely gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,Marilyn R,"Manchester, UK,11 contributions",,"Written March 12, 2019"
5.0,This garden is a must see for everyone who are visiting Marrakech. I would certainly reccomend to visit in the morning as it can be insanely busy.,A must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Marci G,"Perth, UK,2 contributions",,"Written March 12, 2019"
4.0,Jardin is in the New town of Marrakesch and there is lot of tourist. It is better to have reservstion of ticket because we are waiting for a long time for ticket. There is a less siting places but garden is fantastic. Go!,Nice garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Michal M,65 contributions,,"Written March 12, 2019"
5.0,We were a group of 12 and we all agree that the place is a extraordinary gardens to see regardless the country you are at... There are long  waiting lines  depending the season...(come early) Theres an extra ticket to  eve saint lorrain’s costumes show....not sure if it’s essential.... Warmly recommend,Beautiful gardens  you must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,yuvalavargil,"Yavne, Israel,253 contributions",,"Written March 11, 2019"
3.0,Although this place is beautiful - there are way too many people trying to get the perfect pictures - and they ruin it for people trying to actually enjoy the moment in real life!,Too many instagrammers!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,Kelly B,"Delaware, OH,23 contributions",,"Written March 11, 2019"
5.0,"This garden was an absolute joy. Full of cactus and palm trees and other interesting plants. It was a bit early in the year for us to see all the plants in bloom but we could see the architecture, both garden and building all the better. The bookshop had interesting and relevant books and the cafe was good and not overpriced. I loved all the colour.",Beautiful oasis in Marrakesh.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Frances V,"Great Malvern, UK,34 contributions",,"Written March 11, 2019"
5.0,Absolutely recommend this. It is a beautiful garden lots of plants trees blossoms etc. Fountains lakes wish fish It has a cafe and a memorial to Yve St Laurent and also an YSL shop. There is a petit museum with the larger museum next door.  It is one of the top attractions to see.,Beautiful Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3340-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,KempoQueen,"London, UK,168 contributions",,"Written March 11, 2019"
3.0,"It was lovely to walk about and think this was in a big city but when promised exotic plants I expected more than just cactus and aloe I was hoping for orchids, lilies some great smelling flowers so to me it was disappointing, I liked the fish ponds",This is basically a well kept cactus and aloe garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Jacqueline W,"Ipswich, UK,67 contributions",,"Written March 11, 2019"
4.0,We visited around 4pm in the afternoon. To say it was crowded would be an understatement. It was packed! Highly unique experience but beware if the crowds.,Beautiful garden but super crowded,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Family,,OlgaGCritic411,"Chesterfield, MO,326 contributions",,"Written March 10, 2019"
5.0,"Certainly worth a trip to the garden, it was my favourite thing I did while in the city. It is so ornately designed and well kept. Bit of a long line at mid day on a Saturday so I’d recommend to go early or late in the day.",Absolutely Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,American in Europe,"London, UK,51 contributions",,"Written March 10, 2019"
5.0,I was wowed when I entered. Also loved the shops inside (quite expensive but beautiful items). Tip: visit YSL museum next door on the same day and buy the entrance together do you don't have to queue twice,Beautiful garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,Charfongen,64 contributions,,"Written March 10, 2019"
5.0,On my list of things to see and do in Marrakech - not disappointed. Absolutely beautiful. You do need to look when you go as it can have queues to get in.,What a wonderful place,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,JanetandDavid20,"Norfolk, UK,139 contributions",,"Written March 10, 2019"
5.0,"Was nice to walk around. but if you wanna get a few pics, you wont be alone on the picture, its a real tourist trap. But def worth it.",Its a garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,miketobin01,"Stuttgart, Germany,50 contributions",,"Written March 10, 2019"
4.0,We were recommended to visit this garden and it really is something different. If you are interested in cacti then it will be extra special. It was a bit early for some of the other plants but the Majorelle blue buildings and decor were impressive. We had to queue for quite a while to get in and it was quite busy going around. A victim of their own success. The Berber museum was interesting and we also visited the Yves Saint Laurent museum which was good. Worth going to but get there early!,A very different garden to visit.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,789JulieS,"Oxfordshire, UK,118 contributions",,"Written March 10, 2019"
5.0,I am so glad we got to experience this beautiful place while in Marrakech. A stunning creation that reflects the beauty of paradise in this life on earth. I highly recommend you take your time to fully immerse yourself. Be sure to read the signs along the way!,"A beautiful, serene place",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Business,,Natalie Gore,"London, Canada,60 contributions",,"Written March 9, 2019"
4.0,We were sceptical about a visit here as it was a little difficult for us to find from where we were staying. So glad we made the trip. Stunning garden!! A bit crowded and irritating with all the instagram influencers lining up to pose... but you get that most places these days.,Gorgeous place!!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Family,,Kristin B,"Purley, UK,17 contributions",,"Written March 9, 2019"
5.0,Beautiful garderns. Just be sure to get here early if you don't want to wait in a long line or have tons of people in your pictures. Please check out our Instagram Account for travel pictures and videos: IG Handle: @ThatCoupleWhoTravels,Beautiful Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3350-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019,,That Couple Who Travels,"New York City, NY,51 contributions",,"Written March 9, 2019"
2.0,"Went there in February 2019 (low season). Tourist QUEUE was so long that I refused to wait, and missed the opportunity to visit. People near entrance door told me they had been waiting more than one hour. Did not go back. I am sure there are many other interesting things to do in Marrakech with less wait.",Long queue,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Solo,,mannysevilla,"betico impenitente,116 contributions",,"Written March 9, 2019"
5.0,I liked it very much. Would go back to visit it again. Ives Saint Laurent did a good job here. The garden is spectacular.,Very nice!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,79aliss,21 contributions,,"Written March 9, 2019"
4.0,This is a very beautiful garden well worth visiting but get there very early. It opens at 08:00am and we arrived at 09:00am to find there were not too many people around. We covered the gardens within an hour and then sat down to enjoy the tranquillity but by this time it was starting to get very busy so instead we enjoyed ourselves people watching from a bench watching all the selfies being taken!😀,Beautiful garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,WADE,"Bromsgrove, UK,10 contributions",,"Written March 9, 2019"
4.0,"We enjoyed these gardens, which were very pleasant to wander around always with the blue colour they are famous for.  We did not visit any of the other museums that are on offer there so cannot comment, but we enjoyed the Gardens.  The only thing we did not enjoy was the one hour queue to get in.  Hence the warning to pre-book your ticket if possible.We believe the main attraction for many people to this garden is the name of Yves St. Laurent being attached to it, but it is a well laid our garden and very pleasant to wander around in the heat of the day, with a pleasant cafe to take a break in.  We got a taxi from the square.  One way we paid 50 dirhams, but the driver for the return journey accepted 40 dirham without murmer!!",Pre-book your ticket!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Sally20,"Bognor Regis, UK,79 contributions",,"Written March 9, 2019"
5.0,"My husband and I came to Marrakech for our honeymoon... jardín majorelle was amazing! Lovely place! Recommended to come any day except Thursday, as Yves Saint Laurent museum is closed on Thursday and is next to it.",Beautiful place!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Gracecruzch,"San Jose, Costa Rica,23 contributions",,"Written March 9, 2019"
4.0,"We went here with our 1 year old.  We got taken to the top of the queue thanks to our mini human, which was great considering the line was long!  Inside it was busy but we enjoyed strolling around taking in the beautiful surroundings.  We gave the museum a miss but headed for the cafe for a cup of coffee. The baby needed his nappy changed and it would appear there was only one toilet and a lot of full bladders so we had to wait in line about 10 minutes. Over all a lovely morning.",Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Family,,Gemma W,"Belfast, UK,119 contributions",,"Written March 9, 2019"
5.0,Amazing cacti with lots of Mediterranean blues around be prepared to queue to get in although you can pre book a ticket 70 dirhams for the garden and 30 for the Berber museum. It was very crowded when I was there which made it difficult to take a good picture without people in it. But still worth the visit.r,Lovely garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Solo,,DeeganLancashire,"Lancashire,311 contributions",,"Written March 9, 2019"
2.0,"Worth seeing but don’t be expecting much. Large que to gain entrance, very busy and little in to do. Suppose it is worth making a trip if you are in Marrakech but don’t put it high on your list",Average,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Barry Cronin,"Dublin, Ireland,34 contributions",,"Written March 9, 2019"
4.0,Very nice collection of plants and good place. I have not given 5 stars as I got the combo ticket for Berber museum and thought that was tiny - I am not museum lovers anyway. But I would definitely recommend this place.,Very good..,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,enthuTraveller,"Oxford, UK,78 contributions",,"Written March 9, 2019"
3.0,"Beautiful gardens but full of tourists looking to have Instagram photoshoots, hard to walk around the grounds as you are constantly stopping to let people get a pic",Busy,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3360-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Rachel B,"Berlin, Germany,28 contributions",,"Written March 9, 2019"
4.0,"Definitely good place to relax and perfect escape from hectic medina. Can be busy sometimes, long queues, online prebookings available.",Refreshing and quite place to relax.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Pippa L,"Greater London, UK,21 contributions",,"Written March 8, 2019"
3.0,All what you need to know before visitinf this garden is the rush hour. Avoid the peak time from 11:00 am to 14:00 to avoid long queue to pay for the ticket. The best time either afternoon or in the early morning.,Very Small,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,eragab92,20 contributions,,"Written March 8, 2019"
5.0,"Amazing garden, ticket is about 6 euro for garden entrance, dont be late or you will stuck into a long queue. Bellissimi, avviarsi presto per evitare code, il biglietto circa 6 euro a testa per il solo ingresso giardino",Magnifici,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,z1Arsenale,"Torre Del Greco, Italy,24 contributions",,"Written March 8, 2019"
5.0,"Amazing collections of cactuses,  flowering plants, fruit trees and bamboos. Though this garden isn't very large, it's comfortable walking across the garden while appreciating the beautiful plants.",See Morocco,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,jong s,"Kuching, Malaysia,242 contributions",,"Written March 8, 2019"
3.0,Lovely tranquil garden in spite of large amount of tourists. Perhaps March is not the ideal time to visit if you would like to see colourful cacti in bloom. Don’t forget the second citrus garden which is not shown on their map.,Very tranquil,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,Penny P,"Woking, UK,84 contributions",,"Written March 8, 2019"
4.0,"It is really worth a visit. Take some time because it can be busy, especially during the afternoon. The colours are amazing",very nice but crouded,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Family,,Hert O,"Waalwijk, The Netherlands,44 contributions",,"Written March 8, 2019"
4.0,"This garden and the barbary style building inside have been designed by Jacques Majorelle and when the owner has decided to sell this place as a hotel, Yves Saint Laurent has bought and rescued it to be a hotel. Now, there is a museum inside the building and the exotic garden is really worth a visit.",Like an Oasis,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2018 • Couples,,Yavuz M,"Mugla, Türkiye,940 contributions",,"Written March 8, 2019"
3.0,Located outside Medina. Majorelle is one of the most beautiful gardens I have seen in my life. No wonder many people visit this place. If you like good photos. Check it out in its early opening hours.,Jardin Majorelle,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2018,,Lance Kerwin,"Tromso, Norway,615 contributions",,"Written March 7, 2019"
4.0,The famous blue is everywhere but don't let it blind you to the exceptional collection of plants here.The sentinel cactii are worth the visit by themselves and there's a comfortable restuarant. It gets very busy.,Concentrated essence of Yves St Laurent,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Cubittdog,"London, UK,78 contributions",,"Written March 7, 2019"
4.0,Visiting in early March the real flowering season really has not started but still very beautiful inside. The garden has a cafe with very rude people. Cafe closes earlier than the garden. We arrived 2 minutes to late and was rudely refused anything to eat or drink from the staff.,Skip museum and concentrate on garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3370-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,stig l,"Stockholm, Sweden,283 contributions",,"Written March 7, 2019"
4.0,Should visit this garden and the Berbere museum. Both wery well taken care and beasutiful . The Ives St Laurent museum is next door as well .,Nice garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,JoseSM,"Porto, Portugal,670 contributions",,"Written March 7, 2019"
4.0,"We visited the gardens in the worst possible day, as it was raining and cold, but the gardens are very lovely and the house is the masterpiece right in the centre. The bright blue gives this edgy and warm feel. Worth visiting.",Lovely garden in a cold day,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,carolinasaluz,"London, UK,138 contributions",,"Written March 7, 2019"
5.0,"These gardens are superb. An interesting mix of plants/cacti/trees. We arrived mid morning and the queues were massive. So we decided to go to the YSL museum first, and got tickets for the garden at the same time. This meant we could walk through the gardens without having to wait in the queue. ( A good tip given to us by our host). In January, the gardens are not too crowded, (despite the queues) so we were able to take our time walking through and taking photographs. Good inspiration for our own gardens, and the blue pots and buildings are really striking against the backdrop of the wonderful array of plants.",A little oasis of calm,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2019 • Couples,,MaggieW1,"Upton upon Severn, UK,82 contributions",,"Written March 7, 2019"
4.0,Amazing place! Beautiful! Cafe a bit of a rip off and poor service but the gardens are wonderful! -tip tip: GO EARLY! or prebook!,YOU NEED TO GO!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,grady90,"Ambleside, UK,25 contributions",,"Written March 7, 2019"
4.0,"A beautiful garden outside the Medina, worth seeing only for the beautiful and striking Majorelle blue building. A good collection of cacti too. It is very important to go as early as possible - we arrived at 9am and it was already getting too busy.",A must see in Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,RegularsGreece-v2,"Johannesburg, South Africa,43 contributions",,"Written March 7, 2019"
4.0,"The gardens are tiny, you could walk around in 5 or 10 mins if you really wanted but they are really nice. There are benches around the place to sit and relax in the cool shade of the bamboo plants. Entry price is 70 dirham which was a bit expensive for what you get compared to the other attractions in marrakech for the same price.",Small but nice,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Craig O,"Cork, Ireland,30 contributions",,"Written March 7, 2019"
4.0,"Beautiful garden, and interesting Berber museum. Not much on the ""Yves Saint Laurent"" side however so don't get your hopes high. Lovely walking there when it's hot outside. Busy though and book in advance if you can to prevent queuing for too long.",Enjoyable garden to walk around,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Thomas V,"London, UK,13 contributions",,"Written March 7, 2019"
4.0,"You need a sunny day to appreciate the colours...but also means the long queues outside can be unpleasant. Somewhat oddly, the security guards would pull people out of the queue with no explanation. But as we found out, nothing sinister but to let us bypass the queue and go in through a different gate. I suppose then the queuing tip would be to look hot! Inside is relatively small - it is after all a house in town  - but well maintained. There are some wonderful photo opps if you can snatch a shot between everyone else doing it as well.",Very nice...just very crowded,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Sep 2018 • Couples,,UkGMan,"St. Albans, UK,508 contributions",,"Written March 7, 2019"
5.0,"We visited the gardens and admired the beautiful house. One cannot go in, but wandering through the shady gardens is wonderful. Exotic plants and winding paths, lead you to ponds and waterways. It can be crowded but worth it.",Blu et belle,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,822sally64,"Eastbourne, UK,4 contributions",,"Written March 6, 2019"
3.0,"I attended at the gardens about 11am. There was a large queue which seemed to take an age to go down. My wife wanted to see the gardens so I went along. As the sun was roasting my patience was slowly disappearing. Eventually we gained entry, 100 MAD for the gardens and Berber museum. They are nice gardens. They are peaceful. They are gardens. The place was mobbed though. The museum was interesting, though mainly in French.  English info cards are available if you seek them out. It was a pleasant morning and lead up to lunch. I guess I am just not that into gardens.",It’s a nice garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3380-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,mikemcf,"Ayrshire,110 contributions",,"Written March 6, 2019"
5.0,"Kind of ruined by too many visitors - a few years ago there was NO ONE there.  But it has grown - there is much more to see and the plants are interesting, the Berber museum is a little gem, and the Saint Laurent Museum up the street is nice - though the lighting is weird.",Brilliant Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Friends,,SagHarborAlice,"Sag Harbor, Ny,371 contributions",,"Written March 6, 2019"
4.0,"Beautiful cactus gardens that are a bit unusual, but certainly worth a visit. The museum located on the same property is very interesting with many aspects of Berber life.",Pretty but VERY crowded in nice weather,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Mike M,"League City, TX,86 contributions",,"Written March 6, 2019"
3.0,A nice garden with a calm and enjoyable atmosphere. A little bit crowded and expensive entrance fee (70 MAD).,Enjoyable,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Rebekka M,"Oslo, Norway,16 contributions",,"Written March 6, 2019"
5.0,"The garden is beyond praise, but a little warning and a tip might be in place. We visited the place twice and the second time we went at 8 in the morning. That action payed of. We were the first to walk the paths and see the house in breaking daylight. No selfie making, forever taking photo sessions and dozens of people through which the beauty of the house was still visible but not enjoyable... So folks, go early, take breakfast later and do the unforgettable YSL-museum afterwards.",Early bird catches the worm,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Rob V,"The Hague, The Netherlands,51 contributions",,"Written March 6, 2019"
4.0,The gardens were lovely and cool. I can see why people talk a lot about this destination. The only issue was the long line at the unreserved ticket line and an inability to find ticket information on the garden website. The trick is to buy tickets at the YSL museum around the corner. There were some nice cafes in the area for those who also need thinking time. We spent about 90mins here and enjoyed the experience immensely as well as taking some nice ideas home for our garden!,Loved this vestige of YSL,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Chris P,"Newtown, Australia,51 contributions",,"Written March 6, 2019"
5.0,"Gorgeous gardens in the ‘new town’ area of Marrakech. Wonderful palm trees, cacti and succulents, artfully arranged around patios and pools, with the typical majorelle blue pots contrasting with the greens of the plants and trees and the blue sky. Well worth a visit, even with a long queue at the entrance.",Utterly beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,JanHWigan,"Liverpool, UK,106 contributions",,"Written March 6, 2019"
5.0,The gardens are magnificent. The beautiful bamboo canopy upon entrance and the various varieties of cacti making this a gorgeous setting.The Berber Museum with ancient jewelry and clothing  are not to be missed.The colors of the buildings are just what you would expect in Marrakech vibrant and alive.,Gorgeous,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Judie B,"Atlanta, GA,21 contributions",,"Written March 5, 2019"
5.0,"A lovely garden with true Moroccan colours. Yes it is busy, but you can still see everything and appreciate the garden designs and plants.",Lovely garden in true Moroccan colours,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Friends,,Madeleine H,"Watford, UK,69 contributions",,"Written March 5, 2019"
1.0,"Is it beautiful? Of course. Is it 7€ beautiful? Not really. Strolling thru this garden takes about 20 minutes, absolutely not worth the entrance fee.",Too expensive,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Lennard R,"Marrakech, Morocco,6 contributions",,"Written March 5, 2019"
5.0,"Even though it is a short visit that can be done in half an hour or less, I still recommend to visit this attraction as it is without hesitation a very beautiful garden in the heart of Marrakesh and the perfect pair to see right after visiting the Yves Saint Lauren museum (just oposite to it). You will certainly be amazed by the variety of plants brought from all over the world and the size of these ones as they’ve been building this garden for at least 40 years.",A must see garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3390-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Martin Chong,"Kuala Lumpur, Malaysia,741 contributions",,"Written March 5, 2019"
5.0,"Beautiful Gardens, Berber Museum, Cafe and YSL shop. Totally worth walking to and enjoying all of the rare plants and colors of the gardens.",Worth Visiting waiting in line,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,emiliofd89,"North Chicago, IL,6 contributions",,"Written March 5, 2019"
5.0,A must to see for your trip to Marrakech. The gardens are beautiful and the Yve-Saint Laurent house is there,Wonderful gardend,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Joana D,"Estoril, Portugal,9 contributions",,"Written March 5, 2019"
3.0,This is certainly a lovely place to visit. The line was rather long and the place was bustling. I admired how many people had coordinated their outfits in advance to take pictures against the bold colors of the house/gardens. We enjoyed our visit but it was relatively underwhelming and felt like a place to grab some neat pictures and then move on from quickly. I noticed that most of the plants are transplants from around the world.,Beautiful but a little underwhelming,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Kate M,"Ithaca, NY,4 contributions",,"Written March 4, 2019"
5.0,"Go early to avoid crowds and get great photos. Ask at your hotel if they can provide tickets. Visit the Berber Museum and YSL Museum, both excellent.",Beautiful gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Karen P,"Hastings, UK,85 contributions",,"Written March 4, 2019"
5.0,There are the most interesting cacti I have ever seen. The use of a vibrant blue paint against the green of the foliage is dramatic. Yves St Laurent is buried in the Garden. A really restful and lovely place to visit,Beautiful garden and well worth a visit.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Friends,,Arlene B,"London, UK,35 contributions",,"Written March 4, 2019"
4.0,"We visited the Jardin and the museums (Berber and YSL, combined ticket). It is a beautifully planted garden with some impressive trees, succulents and an unexpected bamboo trove. However, we found it hard to appreciate it as there were so many people there - a few of whom happily etching their names on the bamboo and cacti, which was shocking. It’s a paradox of modern tourism, the best spots are too busy to enjoy...If you’re looking for a leisurely stroll in a garden, I would recommend the (incongruously named) Cyber park.",Too many people,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Family,,CRPalma,"Lisbon, Portugal,122 contributions",,"Written March 4, 2019"
5.0,"The Garden is beautiful, quiet, and relaxing way to spend a couple of hours away from the hustle bustle of the city. There were a lot os people because it is compact but we enjoyed the visit. The museum in the garden was small but cute.",Small Peaceful Oasis,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Zen-Tonga,"California,52 contributions",,"Written March 4, 2019"
